Реестровый номер контракта,Ссылка на контракт,Цена контракта,Полное наименование заказчика,Сокращенное наименование заказчика,ИНН,Дата начала исполнения контракта,Дата окончания исполнения контракта,Наименование поставщика,ИНН поставщика,Адрес поставщика,Телефон поставщика,Почта Поставщика,
№ 3503408409321000021,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3503408409321000021,"858 716,40 ₽",МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №22,МОУ СОШ №22,5034084093,09.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКСПО"" (ООО ""ЭКСПО"")",2130220152,"428022, ЧУВАШИЯ ЧУВАШСКАЯ РЕСПУБЛИКА - 21, Г ЧЕБОКСАРЫ, УЛ ПАТРИСА ЛУМУМБЫ, ДОМ 15, КОМНАТА 65",7-908-3030400,expo07@mail.ru,
№ 3500706210021000012,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3500706210021000012,"25 964 557,29 ₽","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ПАРК КУЛЬТУРЫ И ОТДЫХА ""БЕРЕЗОВАЯ РОЩА""","МБУ ПКИО ""БЕРЕЗОВАЯ РОЩА""",5007062100,09.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙГРАД"" (ООО ""СТРОЙГРАД"")",7725419360,"115191, Г МОСКВА 77, УЛ БОЛЬШАЯ ТУЛЬСКАЯ, ДОМ 10, ЭТ 6 ПОМ 3 КОМ 26",7-925-0218738,-,
№ 1770825720721000030,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1770825720721000030,"4 200 000,00 ₽",ФЕДЕРАЛЬНОЕ АГЕНТСТВО ПО ДЕЛАМ НАЦИОНАЛЬНОСТЕЙ,ФАДН РОССИИ,7708257207,08.11.21,31.01.22,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ИЗДАТЕЛЬСКИЙ ДОМ ""КОМСОМОЛЬСКАЯ ПРАВДА"" (АКЦИОНЕРНОЕ ОБЩЕСТВО ""ИЗДАТЕЛЬСКИЙ ДОМ ""КОМСОМОЛЬСКАЯ ПРАВДА"")",7714037217,"127015, Г. МОСКВА 77, УЛ. НОВОДМИТРОВСКАЯ, Д. 2Б, ЭТАЖ 8 ПОМЕЩ. 800",7-495-7770282,elena.v.naumova@phkp.ru,
№ 3503222957921000070,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3503222957921000070,"1 396 634,56 ₽","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ОДИНЦОВСКОЕ ГОРОДСКОЕ ХОЗЯЙСТВО"" ОДИНЦОВСКОГО ГОРОДСКОГО ОКРУГА МОСКОВСКОЙ ОБЛАСТИ","МБУ ""ОДИНЦОВСКОЕ ГОРОДСКОЕ ХОЗЯЙСТВО""",5032229579,09.11.21,31.12.21,ШАЛАМОВ АЛЕКСАНДР АЛЕКСАНДРОВИЧИндивидуальный предприниматель,424604281796,"ОБЛ МОСКОВСКАЯ 50, Г НОГИНСК",79260649494,shalamov.rbr@mail.ru,
№ 2770242158821000259,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770242158821000259,"1 800 000,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ КОНЦЕРТНЫЙ ЗАЛ ""ЗАРЯДЬЕ""","ГБУК Г. МОСКВЫ ""МКЗ ""ЗАРЯДЬЕ""",7702421588,15.11.21,31.12.21,"НЕГОСУДАРСТВЕННОЕ ЧАСТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""ЛИГА АРТИСТ"" (НЧУК ""ЛИГА АРТИСТ"")",7705520555,"115114, Г. МОСКВА 77, УЛ. КОЖЕВНИЧЕСКАЯ, Д. 7, СТР. 1, ЭТАЖ/ПОМЕЩЕНИЕ 6/IV КОМ. 33",+7 (495) 722-21-80,7222180@mail.ru,
№ 2504401563821000114,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2504401563821000114,"832 460,64 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ТУБЕРКУЛЕЗНАЯ БОЛЬНИЦА ИМЕНИ А.Е.РАБУХИНА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ТБ ИМ. А.Е.РАБУХИНА ДЗМ""",5044015638,01.01.22,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРС-ЛИДЕР"" (ООО ""АРС-ЛИДЕР"")",7708825570,"109377, Г МОСКВА 77, УЛ 1-Я НОВОКУЗЬМИНСКАЯ, ДОМ 22, КОРПУС 2, ПОМЕЩЕНИЕ IV, КОМНАТА 21",+7 (926) 301-19-15,ars-lider@mail.ru,
№ 3502500008021000268,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3502500008021000268,"2 023 333,33 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""ЛОБНЕНСКАЯ ЦЕНТРАЛЬНАЯ ГОРОДСКАЯ БОЛЬНИЦА""","ГБУЗ МО ""ЛЦГБ""",5025000080,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФРЕЙР"" (ООО ""ФРЕЙР"")",2309129405,"350007, КРАЙ КРАСНОДАРСКИЙ 23, Г КРАСНОДАР, УЛ ЮЖНАЯ, 26, 53",7-918-3911462,freir11@mail.ru,
№ 2771433860921008452,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771433860921008452,"2 980 372,78 ₽","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""АГЕНТСТВО ПО ЗАКУПКАМ (КОНТРАКТНАЯ СЛУЖБА) ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",ГКУ АЗ (КС) ДЗМ,7714338609,08.11.21,30.12.21,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФАРМСТАНДАРТ"" (АО ""ФАРМСТАНДАРТ"")",274110679,"141701, ОБЛ МОСКОВСКАЯ 50, Г ДОЛГОПРУДНЫЙ, ПРОЕЗД ЛИХАЧЕВСКИЙ, 5, ""Б""",+7 (495) 970-90-30,ookiryushina@pharmstd.ru,
№ 2773559885521000326,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2773559885521000326,"743 850,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ЖИЛИЩНИК ЗЕЛЕНОГРАДСКОГО АДМИНИСТРАТИВНОГО ОКРУГА""","ГБУ ""ЖИЛИЩНИК ЗЕЛАО""",7735598855,10.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЛАВСТРОЙ"" (ООО ""ГЛАВСТРОЙ"")",5011037139,"140301, ОБЛ МОСКОВСКАЯ 50, Г ЕГОРЬЕВСК, УЛ СМЫЧКА, ДОМ 52, КОМНАТА 35",+7 (495) 003-75-25,info@ecorezina.su,
№ 2772389440121000062,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772389440121000062,"943 989,42 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ЖИЛИЩНИК РАЙОНА ТЕКСТИЛЬЩИКИ""","ГБУ ""ЖИЛИЩНИК РАЙОНА ТЕКСТИЛЬЩИКИ""",7723894401,09.11.21,31.12.21,ПЕНКИН АЛЕКСАНДР НИКОЛАЕВИЧИндивидуальный предприниматель,615400742930,"ОБЛ РОСТОВСКАЯ 61, Г ТАГАНРОГ",+7 (963) 461-96-17,shlapik@gmail.com,
№ 2771433860921008451,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771433860921008451,"625 658,88 ₽","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""АГЕНТСТВО ПО ЗАКУПКАМ (КОНТРАКТНАЯ СЛУЖБА) ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",ГКУ АЗ (КС) ДЗМ,7714338609,08.11.21,30.12.21,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФАРМСТАНДАРТ"" (АО ""ФАРМСТАНДАРТ"")",274110679,"141701, ОБЛ МОСКОВСКАЯ 50, Г ДОЛГОПРУДНЫЙ, ПРОЕЗД ЛИХАЧЕВСКИЙ, 5, ""Б""",+7 (495) 970-90-30,ookiryushina@pharmstd.ru,
№ 2772389440121000061,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772389440121000061,"925 520,38 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ЖИЛИЩНИК РАЙОНА ТЕКСТИЛЬЩИКИ""","ГБУ ""ЖИЛИЩНИК РАЙОНА ТЕКСТИЛЬЩИКИ""",7723894401,09.11.21,31.12.21,ПЕНКИН АЛЕКСАНДР НИКОЛАЕВИЧИндивидуальный предприниматель,615400742930,"ОБЛ РОСТОВСКАЯ 61, Г ТАГАНРОГ",+7 (963) 461-96-17,shlapik@gmail.com,
№ 3503221730121000015,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3503221730121000015,"1 989 983,00 ₽","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ОДИНЦОВСКОГО ГОРОДСКОГО ОКРУГА МОСКОВСКОЙ ОБЛАСТИ ""ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО ""КУБИНКА""","МБУ ""ЖКХ ""КУБИНКА""",5032217301,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМПЛЕКТ"" (ООО ""СТРОЙКОМПЛЕКТ"")",7724362921,"115522, Г. МОСКВА 77, ПР-КТ ПРОЛЕТАРСКИЙ, Д. 17, К. 1, ЭТАЖ/ПОМЕЩ 1/II КОМ./ОФИС 2/Б8Б",7-916-1591366,mecha07@mail.ru,
№ 2773114789021000179,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2773114789021000179,"1 006 237,90 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""НАУЧНО-ПРАКТИЧЕСКИЙ ЦЕНТР СПЕЦИАЛИЗИРОВАННОЙ МЕДИЦИНСКОЙ ПОМОЩИ ДЕТЯМ ИМЕНИ В.Ф. ВОЙНО-ЯСЕНЕЦКОГО ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""НПЦ СПЕЦ.МЕД.ПОМОЩИ ДЕТЯМ ДЗМ""",7731147890,09.11.21,30.12.21,ПОПОВ АЛЕКСАНДР СЕРГЕЕВИЧИндивидуальный предприниматель,402506893321,"- Калужская 40, - Обнинск",+7 (926) 343-95-78,puzo_85@inbox.ru,
№ 2773316754021000125,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2773316754021000125,"521 520,54 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ ПОЛИКЛИНИКА № 219 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГП № 219 ДЗМ""",7733167540,01.01.22,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДЛАЙФ"" (ООО ""МЕДЛАЙФ"")",6673245767,"620143, ОБЛ. СВЕРДЛОВСКАЯ 66, Г. Екатеринбург, УЛ. МАШИНОСТРОИТЕЛЕЙ, СТР. 19, ОФИС 270/1",+7 (965) 541-97-13,mlifetorg@inbox.ru,
№ 2774394682721000074,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2774394682721000074,"2 228 800,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ЖИЛИЩНИК РАЙОНА ВОЙКОВСКИЙ""","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОЙКОВСКИЙ""",7743946827,09.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛР-АВТО"" (ООО ""ЛР-АВТО"")",7720670322,"105568, Г. МОСКВА 77, Ш. ЭНТУЗИАСТОВ, Д. 55, ЭТАЖ 1 ПОМЕЩ./КОМ./ОФИС XX/1/66/9",+7 (495) 128-04-58,ivan@traktor5.ru,
№ 2774394682721000073,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2774394682721000073,"1 960 479,61 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ЖИЛИЩНИК РАЙОНА ВОЙКОВСКИЙ""","ГБУ ""ЖИЛИЩНИК РАЙОНА ВОЙКОВСКИЙ""",7743946827,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АДРИЯ"" (ООО ""АДРИЯ"")",7715923546,"109386, Г. МОСКВА 77, УЛ. ТАГАНРОГСКАЯ, Д. 11, К. 3, ПОДВ. ПОМ II ОФИС 6",+7 (915) 276-07-64,adriya01@bk.ru,
№ 2773141398321000139,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2773141398321000139,"1 205 386,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""АВТОМОБИЛЬНЫЕ ДОРОГИ ЗАПАДНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","ГБУ ""АВТОМОБИЛЬНЫЕ ДОРОГИ ЗАО""",7731413983,01.01.22,31.12.23,ИВАНОВ АНДРЕЙ СЕРГЕЕВИЧИндивидуальный предприниматель,774344296646,Г МОСКВА 77,+7 (962) 960-67-68,9606768@bk.ru,
№ 2773141398321000138,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2773141398321000138,"708 400,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""АВТОМОБИЛЬНЫЕ ДОРОГИ ЗАПАДНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","ГБУ ""АВТОМОБИЛЬНЫЕ ДОРОГИ ЗАО""",7731413983,01.01.22,31.12.23,ПИВКИНА ОЛЬГА ГЕОРГИЕВНАИндивидуальный предприниматель,132600010790,Город Москва 77,+7 (926) 526-22-36,torgi.pivkina@yandex.ru,
№ 3500800179921000055,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3500800179921000055,"1 382 280,69 ₽",АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА ДОЛГОПРУДНЫЙ,АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА ДОЛГОПРУДНЫЙ,5008001799,09.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИМО-СТРОЙ"" (ООО ""СИМО-СТРОЙ"")",5008031987,"141707, ОБЛ МОСКОВСКАЯ 50, Г ДОЛГОПРУДНЫЙ, ПРОЕЗД СТРОИТЕЛЕЙ, 14",7498-685-28-03,simostroy50@mail.ru,
№ 2770312808521000021,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770312808521000021,"1 047 595,92 ₽",УПРАВЛЕНИЕ СОЦИАЛЬНОЙ ЗАЩИТЫ НАСЕЛЕНИЯ ЦЕНТРАЛЬНОГО АДМИНИСТРАТИВНОГО ОКРУГА ГОРОДА МОСКВЫ,УСЗН ЦАО Г. МОСКВЫ,7703128085,10.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРХИВ-ПРОФИ"" (ООО ""АРХИВ-ПРОФИ"")",7729545132,"115432, Г МОСКВА 77, ПРОЕЗД 2-Й КОЖУХОВСКИЙ, ДОМ 12, СТРОЕНИЕ 2, ЭТ 1 ПОМ I КОМ 3",+7 (495) 798-56-23,archiv-profi@inbox.ru,
№ 3503405112221000122,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3503405112221000122,"870 655,17 ₽","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ЛИКИНО-ДУЛЕВСКИЙ КОМБИНАТ БЛАГОУСТРОЙСТВА"" ОРЕХОВО-ЗУЕВСКОГО ГОРОДСКОГО ОКРУГА МОСКОВСКОЙ ОБЛАСТИ","МБУ ""ЛИКИНО-ДУЛЕВСКИЙ КБ""",5034051122,09.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОАЛЬЯНС-777"" (ООО АВТОАЛЬЯНС-777"")",5034028067,"142672, ОБЛ МОСКОВСКАЯ 50, Г ЛИКИНО-ДУЛЁВО, УЛ СОВЕТСКАЯ, 36",7929-620-32-27,nab777@inbox.ru,
№ 2772757090521000024,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772757090521000024,"12 800 000,00 ₽",ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ РЕАБИЛИТАЦИОННАЯ ШКОЛА-ИНТЕРНАТ № 32 ДЕПАРТАМЕНТА ТРУДА И СОЦИАЛЬНОЙ ЗАЩИТЫ НАСЕЛЕНИЯ ГОРОДА МОСКВЫ,ГБОУ РШИ № 32,7727570905,01.01.22,31.12.23,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСЭНЕРГОСБЫТ"" (АО ""МОСЭНЕРГОСБЫТ"")",7736520080,"117312, Г МОСКВА 77, УЛ ВАВИЛОВА, 9",+7 (499) 550-03-33,zhigovskaya_eg@mosenergosbyt.ru,
№ 1772715631721000532,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1772715631721000532,"772 000,00 ₽","ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""РОССИЙСКИЙ ЦЕНТР ЗАЩИТЫ ЛЕСА""","ФБУ ""РОСЛЕСОЗАЩИТА""",7727156317,10.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКСПЕРТ АВТО"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКСПЕРТ АВТО"")",5902012821,"614013, КРАЙ ПЕРМСКИЙ, Г ПЕРМЬ, УЛ СПЕШИЛОВА, ДОМ 105",7-342-2700566,info@ladacenter59.ru,
№ 2772886610121000070,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772886610121000070,"1 269 731,41 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ЖИЛИЩНИК РАЙОНА ЯСЕНЕВО""","ГБУ ""ЖИЛИЩНИК РАЙОНА ЯСЕНЕВО""",7728866101,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЗАРИАС"" (ООО ""АЗАРИАС"")",7720443506,"111024, Г МОСКВА 77, УЛ ЭНТУЗИАСТОВ 2-Я, ДОМ 5, КОРПУС 1, ЭТ 2 ПОМ I КОМ 16 ОФИС 1Б",+7 (910) 447-43-22,md-azarias@yandex.ru,
№ 3502206243321000021,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3502206243321000021,"2 643 234,00 ₽",УПРАВЛЕНИЕ ИМУЩЕСТВА И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙ АДМИНИСТРАЦИИ ГОРОДСКОГО ОКРУГА КОЛОМНА МОСКОВСКОЙ ОБЛАСТИ,УИЗО ГОРОДСКОГО ОКРУГА КОЛОМНА,5022062433,10.11.21,31.12.21,МЕЛЬНИКОВ АЛЕКСЕЙ ВЛАДИМИРОВИЧИндивидуальный предприниматель,502208001882,"ОБЛ МОСКОВСКАЯ 50, Г КОЛОМНА",7-916-9239348,123@mail.ru,
№ 2771433860921008434,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771433860921008434,"2 554 605,24 ₽","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""АГЕНТСТВО ПО ЗАКУПКАМ (КОНТРАКТНАЯ СЛУЖБА) ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",ГКУ АЗ (КС) ДЗМ,7714338609,08.11.21,30.12.21,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФАРМСТАНДАРТ"" (АО ""ФАРМСТАНДАРТ"")",274110679,"141701, ОБЛ МОСКОВСКАЯ 50, Г ДОЛГОПРУДНЫЙ, ПРОЕЗД ЛИХАЧЕВСКИЙ, 5, ""Б""",+7 (495) 970-90-30,ookiryushina@pharmstd.ru,
№ 2770915740621000077,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770915740621000077,"872 865,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ФИЗКУЛЬТУРНО-СПОРТИВНОЕ ОБЪЕДИНЕНИЕ ""ЮНОСТЬ МОСКВЫ"" ДЕПАРТАМЕНТА СПОРТА ГОРОДА МОСКВЫ","ГБУ ""ФСО ""ЮНОСТЬ МОСКВЫ"" МОСКОМСПОРТА",7709157406,10.01.22,31.12.22,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""КОЛЛЕДЖ СОВРЕМЕННЫХ ТЕХНОЛОГИЙ ИМЕНИ ГЕРОЯ СОВЕТСКОГО СОЮЗА М.Ф. ПАНОВА"" (ГБПОУ КСТ)",7716237691,"129337, Г МОСКВА 77, ПРОЕЗД ХИБИНСКИЙ, ДОМ 10",+7 (499) 182-67-62,torgi.sk12@mail.ru,
№ 2771433860921008433,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771433860921008433,"2 554 605,24 ₽","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""АГЕНТСТВО ПО ЗАКУПКАМ (КОНТРАКТНАЯ СЛУЖБА) ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",ГКУ АЗ (КС) ДЗМ,7714338609,08.11.21,30.12.21,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФАРМСТАНДАРТ"" (АО ""ФАРМСТАНДАРТ"")",274110679,"141701, ОБЛ МОСКОВСКАЯ 50, Г ДОЛГОПРУДНЫЙ, ПРОЕЗД ЛИХАЧЕВСКИЙ, 5, ""Б""",+7 (495) 970-90-30,ookiryushina@pharmstd.ru,
№ 3501902746021000089,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3501902746021000089,"891 000,00 ₽","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ОКРУГА КАШИРА ""БЛАГОУСТРОЙСТВО""","МБУ ГОРОДСКОГО ОКРУГА КАШИРА ""БЛАГОУСТРОЙСТВО""",5019027460,08.11.21,31.12.21,БОНДАРЕВ СЕМЕН ВЛАДИМИРОВИЧИндивидуальный предприниматель,500507966155,"ОБЛ МОСКОВСКАЯ 50, Г ВОСКРЕСЕНСК",7-926-3593231,bondarev.semen@gmail.com,
№ 2771433860921008429,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771433860921008429,"938 488,32 ₽","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""АГЕНТСТВО ПО ЗАКУПКАМ (КОНТРАКТНАЯ СЛУЖБА) ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",ГКУ АЗ (КС) ДЗМ,7714338609,08.11.21,30.12.21,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФАРМСТАНДАРТ"" (АО ""ФАРМСТАНДАРТ"")",274110679,"141701, ОБЛ МОСКОВСКАЯ 50, Г ДОЛГОПРУДНЫЙ, ПРОЕЗД ЛИХАЧЕВСКИЙ, 5, ""Б""",+7 (495) 970-90-30,ookiryushina@pharmstd.ru,
№ 2773316754021000124,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2773316754021000124,"1 784 353,75 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ ПОЛИКЛИНИКА № 219 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГП № 219 ДЗМ""",7733167540,10.01.22,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПАНИЯ ""ВРК"" (ООО ""КОМПАНИЯ ""ВРК"")",5031080809,"142432, ОБЛ МОСКОВСКАЯ 50, Г ЧЕРНОГОЛОВКА, С МАКАРОВО, МКР НОВЫЙ, 27 Б",+7 (967) 776-97-53,info.vrk@mail.ru,
