Реестровый номер контракта,Ссылка на контракт,Цена контракта,Полное наименование заказчика,Сокращенное наименование заказчика,ИНН,Дата начала исполнения контракта,Дата окончания исполнения контракта,Наименование поставщика,ИНН поставщика,Адрес поставщика,Телефон поставщика,Почта Поставщика,
№ 3500110667221000143,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3500110667221000143,"1 157 637,81 ₽",АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА БАЛАШИХА,АДМИНИСТРАЦИЯ ГО БАЛАШИХА,5001106672,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВЕТТЕХСЕРВИС"" (ООО ""СВЕТТЕХСЕРВИС"")",5029239129,"141006, ОБЛ МОСКОВСКАЯ 50, Г МЫТИЩИ, УЛ ВОРОНИНА, СТРОЕНИЕ 16, ОФИС 510",7-916-4786742,svet.tech.service@mail.ru,
№ 1770303703921000208,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1770303703921000208,"800 000,00 ₽",ГЛАВНОЕ УПРАВЛЕНИЕ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО МОСКОВСКОЙ ОБЛАСТИ,ГУ МВД РОССИИ ПО МОСКОВСКОЙ ОБЛАСТИ,7703037039,01.01.23,31.12.23,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОРДКАП"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОРДКАП"")",7805304580,"192007, Г САНКТ-ПЕТЕРБУРГ 78, УЛ КАМЧАТСКАЯ, ДОМ 13, ЛИТЕР А, ПОМЕЩЕНИЕ 1.3.1",8-812-7026647,info@nordkapp.ru,
№ 1772907138721000165,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1772907138721000165,"6 165 000,00 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ВСЕРОССИЙСКАЯ АКАДЕМИЯ ВНЕШНЕЙ ТОРГОВЛИ МИНИСТЕРСТВА ЭКОНОМИЧЕСКОГО РАЗВИТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""",ВАВТ МИНЭКОНОМРАЗВИТИЯ РОССИИ,7729071387,08.11.21,20.12.21,АБДУЛЛИН АЛИШЕР МАНСУРОВИЧИндивидуальный предприниматель,771474462899,Г МОСКВА 77,7-926-2883060,alish1175@gmail.com,
№ 1615503795021000010,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1615503795021000010,"2 197 098,00 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНЫЙ ИНСТИТУТ ОЦЕНКИ КАЧЕСТВА ОБРАЗОВАНИЯ""","ФГБУ ""ФИОКО""",6155037950,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЙТИ ТАСК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЙТИ ТАСК"")",7701962739,"105082, Г МОСКВА 77, УЛ БОЛЬШАЯ ПОЧТОВАЯ, ДОМ 55/59, СТР 1, ЭТ 1 КОМН 44",7-495-9729826,l.ahmerova@it-task.ru,
№ 1770779516021000153,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1770779516021000153,"2 871 531,60 ₽","ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ГЛАВНЫЙ ЦЕНТР ХОЗЯЙСТВЕННОГО, ТРАНСПОРТНОГО И СЕРВИСНОГО ОБЕСПЕЧЕНИЯ ГЛАВНОГО УПРАВЛЕНИЯ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО Г. МОСКВЕ""","ФКУ ""ГЦХТИСО ГУ МВД РОССИИ ПО Г. МОСКВЕ""",7707795160,08.11.21,31.03.22,РАСТЕГАЕВ МАКСИМ ВЛАДИМИРОВИЧИндивидуальный предприниматель,323212839958,"ОБЛ БРЯНСКАЯ 32, Г БРЯНСК",7-4832-524903,Ip.Rmv32@gmail.com,
№ 1771404207021002224,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1771404207021002224,"2 407 521,60 ₽","МОСКОВСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ОНКОЛОГИЧЕСКИЙ ИНСТИТУТ ИМЕНИ П.А. ГЕРЦЕНА - ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО УЧРЕЖДЕНИЯ ""НАЦИОНАЛЬНЫЙ МЕДИЦИНСКИЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР РАДИОЛОГИИ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ","МНИОИ им. П.А. Герцена - филиал ФГБУ ""НМИЦ радиологии"" Минздрава России",7714042070,08.11.21,23.01.23,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОФАРМ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОФАРМ"")",9701158070,"105082, Г МОСКВА 77, УЛ ФРИДРИХА ЭНГЕЛЬСА, ДОМ 75, СТРОЕНИЕ 21, ЭТАЖ  4 ОФИС 402Т1",7-495-2808108,tender@mopharm.ru,
№ 2504017548621000007,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2504017548621000007,"666 035,05 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""РАМЕНСКАЯ ОБЛАСТНАЯ БОЛЬНИЦА""","ГБУЗ МОСКОВСКОЙ ОБЛАСТИ ""РАМЕНСКАЯ ОБЛАСТНАЯ БОЛЬНИЦА""",5040175486,08.11.21,31.01.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛОТОЛЕКС"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛОТОЛЕКС"")",5050133100,"141181, ОБЛ МОСКОВСКАЯ 50, Г ЩЁЛКОВО, ДП ЗАГОРЯНСКИЙ, УЛ ОРДЖОНИКИДЗЕ, ДОМ 36, КВАРТИРА 73",1-111111-1111111,lotolex@yandex.ru,
№ 1773411527021000383,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1773411527021000383,"1 425 709,11 ₽","ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГЛАВНЫЙ КЛИНИЧЕСКИЙ ГОСПИТАЛЬ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ""","ФКУЗ ""ГКГ МВД РОССИИ""",7734115270,08.11.21,17.01.22,ИЩЕНКО МИХАИЛ АЛЕКСЕЕВИЧИндивидуальный предприниматель,770372014624,- Москва 77,7-926-2157609,implanty.ipm@yandex.ru,
№ 2775152712121000082,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2775152712121000082,"13 408 926,68 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ МОСКОВСКОЙ ОБЛАСТИ ""МОСОБЛМЕДСЕРВИС""","ГБУ МО ""МОСОБЛМЕДСЕРВИС""",7751527121,08.11.21,30.06.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРАНСКОМ"" (ООО ""ТРАНСКОМ"")",5257137990,"603095, ОБЛ НИЖЕГОРОДСКАЯ 52, Г НИЖНИЙ НОВГОРОД, УЛ ЛЬВОВСКАЯ, ДОМ 13, КВАРТИРА 292",7-950-6037472,transkomooo2013@yandex.ru,
№ 3502920625021000047,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3502920625021000047,"808 307,50 ₽","МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ТЕРРИТОРИАЛЬНОЕ УПРАВЛЕНИЕ ""ПИРОГОВСКИЙ""","МКУ ""ТУ ""ПИРОГОВСКИЙ""",5029206250,08.11.21,27.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОСПРОМЗНАК"" (ООО ""МОСПРОМЗНАК"")",5029169626,"141006, ОБЛ МОСКОВСКАЯ 50, Г МЫТИЩИ, ПРОЕЗД ШАРАПОВСКИЙ, ВЛАДЕНИЕ 2, СТРОЕНИЕ 3, ПОМЕЩЕНИЕ 130",7495-966-38-72,corp@mospromznak.ru,
№ 1770779516021000154,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1770779516021000154,"1 172 949,91 ₽","ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ГЛАВНЫЙ ЦЕНТР ХОЗЯЙСТВЕННОГО, ТРАНСПОРТНОГО И СЕРВИСНОГО ОБЕСПЕЧЕНИЯ ГЛАВНОГО УПРАВЛЕНИЯ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО Г. МОСКВЕ""","ФКУ ""ГЦХТИСО ГУ МВД РОССИИ ПО Г. МОСКВЕ""",7707795160,08.11.21,31.03.22,ЕРМАКОВ АНДРЕЙ АЛЕКСАНДРОВИЧИндивидуальный предприниматель,501306284549,"ОБЛ МОСКОВСКАЯ 50, Г ЖУКОВСКИЙ",7-925-7375170,ermakov.rus@gmail.com,
№ 1770924989721000031,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1770924989721000031,"4 000 000,00 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНЫЙ ЦЕНТР ПОДГОТОВКИ СПОРТИВНОГО РЕЗЕРВА""",ФГБУ ФЦПСР,7709249897,08.11.21,24.01.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕЛЛЕКТ-РЕСУРС"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕЛЛЕКТ-РЕСУРС"")",5905256449,"614077, КРАЙ ПЕРМСКИЙ 59, Г ПЕРМЬ, Б-Р ГАГАРИНА, 77, ОФИС 307",7-965-5753975,rv8@yandex.ru,
№ 2773506919221000555,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2773506919221000555,"1 962 184,38 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ М.П. КОНЧАЛОВСКОГО ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ ИМ. М.П. КОНЧАЛОВСКОГО ДЗМ""",7735069192,09.11.21,31.12.21,МОРКОВКИН АНДРЕЙ ВАСИЛЬЕВИЧИндивидуальный предприниматель,774305605481,Г. МОСКВА 77,+7 (903) 224-81-21,amorkovkin@list.ru,
№ 1770779516021000152,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1770779516021000152,"3 199 182,81 ₽","ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ГЛАВНЫЙ ЦЕНТР ХОЗЯЙСТВЕННОГО, ТРАНСПОРТНОГО И СЕРВИСНОГО ОБЕСПЕЧЕНИЯ ГЛАВНОГО УПРАВЛЕНИЯ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО Г. МОСКВЕ""","ФКУ ""ГЦХТИСО ГУ МВД РОССИИ ПО Г. МОСКВЕ""",7707795160,08.11.21,31.03.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОДЕРН-МЕБЕЛЬ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОДЕРН-МЕБЕЛЬ"")",7704374421,"119121, Г МОСКВА 77, Б-Р СМОЛЕНСКИЙ, ДОМ 17, СТРОЕНИЕ 1, КОМНАТА  1",7-495-7854727,Mebel.modern-mebel@yandex.ru,
№ 1770103158521000229,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1770103158521000229,"686 374,20 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""НАЦИОНАЛЬНЫЙ МЕДИЦИНСКИЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ГЛАЗНЫХ БОЛЕЗНЕЙ ИМЕНИ ГЕЛЬМГОЛЬЦА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ","ФГБУ ""НМИЦ ГБ ИМ. ГЕЛЬМГОЛЬЦА"" МИНЗДРАВА РОССИИ",7701031585,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФЕМТОМЕД"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФЕМТОМЕД"")",7704406169,"117335, Г МОСКВА 77, УЛ ВАВИЛОВА, ДОМ 69/75, ЭТ/КОМ(ОФ) 9/1,2,3(906)",7-915-3526688,logistics@femtomed.ru,
№ 1770810634221000034,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1770810634221000034,"700 000,00 ₽",АППАРАТ УПОЛНОМОЧЕННОГО ПО ПРАВАМ ЧЕЛОВЕКА В РОССИЙСКОЙ ФЕДЕРАЦИИ,АППАРАТ УПОЛНОМОЧЕННОГО ПО ПРАВАМ ЧЕЛОВЕКА В РОССИЙСКОЙ ФЕДЕРАЦИИ,7708106342,08.11.21,31.12.21,НЕСТЕРЕНКО СЕРГЕЙ ВЛАДИМИРОВИЧИндивидуальный предприниматель,344707127718,"ОБЛ МОСКОВСКАЯ 50, Г ОДИНЦОВО",7-915-4646461,Info@act-print.ru,
№ 1500301890421000080,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1500301890421000080,"5 766 004,71 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""РОССИЙСКИЙ РЕАБИЛИТАЦИОННЫЙ ЦЕНТР ""ДЕТСТВО"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ","ФГБУ ""РРЦ ""ДЕТСТВО"" МИНЗДРАВА РОССИИ",5003018904,01.01.22,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МОСКВА"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МОСКВА"")",5009033419,"108814, Г. МОСКВА 77, П. Сосенское, П. Газопровод, Д. 101, К. 10",7-495-8172858,info@gazmsk.ru,
№ 1773331880921000315,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1773331880921000315,"534 345,84 ₽","ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""МОСКОВСКИЙ ЦЕНТР МАТЕРИАЛЬНО-ТЕХНИЧЕСКОГО ОБЕСПЕЧЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ВОЙСК НАЦИОНАЛЬНОЙ ГВАРДИИ РОССИЙСКОЙ ФЕДЕРАЦИИ""","ФКУ ""МОСЦМТО РОСГВАРДИИ""",7733318809,08.11.21,20.12.21,"АКЦИОНЕРНОЕ ОБЩЕСТВО НАУЧНО-ПРОИЗВОДСТВЕННАЯ СПЕЦИАЛИЗИРОВАННАЯ ФИРМА ""ШТУРМ-СНАРЯЖЕНИЕ И ЭКИПИРОВКА"" (АКЦИОНЕРНОЕ ОБЩЕСТВО НАУЧНО-ПРОИЗВОДСТВЕННАЯ СПЕЦИАЛИЗИРОВАННАЯ ФИРМА ""ШТУРМ-СНАРЯЖЕНИЕ И ЭКИПИРОВКА"")",5009037244,"142050, ОБЛ МОСКОВСКАЯ 50, Г ДОМОДЕДОВО, ТЕР ВЛАДЕНИЕ НОВЭРА (БЕЛЫЕ СТОЛБЫ МКР.), СТРОЕНИЕ 1, ОФИС 4",7-495-6783919,info@shturm.su,
№ 1771056632221000161,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1771056632221000161,"3 496 900,00 ₽","ГЛАВНОЕ УПРАВЛЕНИЕ МИНИСТЕРСТВА РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ДЕЛАМ ГРАЖДАНСКОЙ ОБОРОНЫ, ЧРЕЗВЫЧАЙНЫМ СИТУАЦИЯМ И ЛИКВИДАЦИИ ПОСЛЕДСТВИЙ СТИХИЙНЫХ БЕДСТВИЙ ПО Г. МОСКВЕ",ГЛАВНОЕ УПРАВЛЕНИЕ МЧС РОССИИ ПО Г. МОСКВЕ,7710566322,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АПТЕЧКИ ПЕРВОЙ ПОМОЩИ ОТРАСЛЕВЫЕ МЕДИЦИНСКИЕ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АПТЕЧКИ ПЕРВОЙ ПОМОЩИ ОТРАСЛЕВЫЕ МЕДИЦИНСКИЕ"")",7733865216,"125362, Г МОСКВА 77, УЛ СВОБОДЫ, ДОМ 35, СТР 39, КАБИНЕТ  307",7-495-1042684,appomed@gmail.com,
№ 1502908162921000006,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1502908162921000006,"1 350 725,76 ₽","ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ЦЕНТР ГИГИЕНЫ И ЭПИДЕМИОЛОГИИ В МОСКОВСКОЙ ОБЛАСТИ""","ФБУЗ ""ЦЕНТР ГИГИЕНЫ И ЭПИДЕМИОЛОГИИ В МОСКОВСКОЙ ОБЛАСТИ"" ФБУЗ ""ЦГИЭ В МОСКОВСКОЙ ОБЛАСТИ",5029081629,08.11.21,31.12.21,НИКИТИНА ЛАРИСА ВЛАДИМИРОВНАИндивидуальный предприниматель,590613218744,"Край Пермский 59, Город Пермь",7-912-4853674,a.lyalyakin@nikofarmperm.ru,
№ 1770303703921000207,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1770303703921000207,"2 750 000,00 ₽",ГЛАВНОЕ УПРАВЛЕНИЕ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО МОСКОВСКОЙ ОБЛАСТИ,ГУ МВД РОССИИ ПО МОСКОВСКОЙ ОБЛАСТИ,7703037039,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ФОРМИКА"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ФОРМИКА"")",9718072488,"107113, Г МОСКВА 77, УЛ МАЛЕНКОВСКАЯ, ДОМ 32, СТРОЕНИЕ 3, ЭТАЖ 3 ПОМ. VII КОМН. 15",7-917-7654147,skformika@yandex.ru,
№ 1770302064521000063,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1770302064521000063,"964 523,74 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""РОССИЙСКИЙ ЦЕНТР СУДЕБНО-МЕДИЦИНСКОЙ ЭКСПЕРТИЗЫ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ","ФГБУ ""РЦСМЭ"" МИНЗДРАВА РОССИИ",7703020645,08.11.21,31.01.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОЦЕССОРГРУПП"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОЦЕССОРГРУПП"")",3664234516,"394018, ОБЛ. ВОРОНЕЖСКАЯ 36, Г. Воронеж, УЛ. СВОБОДЫ, Д. 75, ОФИС 503",7-473-2045738,processorgrupp.vrn@yandex.ru,
№ 2770206615721000566,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770206615721000566,"952 072,50 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""МОСКОВСКИЙ ОБЛАСТНОЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ КЛИНИЧЕСКИЙ ИНСТИТУТ ИМ. М.Ф.ВЛАДИМИРСКОГО""",ГБУЗ МО МОНИКИ ИМ. М.Ф.ВЛАДИМИРСКОГО,7702066157,08.11.21,31.03.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКСИОН"" (ООО ""АКСИОН"")",9731025141,"115088, Г МОСКВА 77, УЛ ШАРИКОПОДШИПНИКОВСКАЯ, ДОМ 4, КОРПУС 4, ЭТАЖ 2 НЕЖ ПОМ III КОМ 6",7-495-1305720,aksionmsk@gmail.com,
№ 1771412589721000086,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1771412589721000086,"174 334 976,96 ₽","ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНОЕ УПРАВЛЕНИЕ АВТОМОБИЛЬНЫХ ДОРОГ ""ЦЕНТРАЛЬНАЯ РОССИЯ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""","ФКУ ""ЦЕНТРАВТОМАГИСТРАЛЬ""",7714125897,08.11.21,24.08.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХСТРОЙКОНТРАКТ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХСТРОЙКОНТРАКТ"")",7708735189,"109029, Г МОСКВА 77, ПРОЕЗД БОЕНСКИЙ, 9",7-499-4509030,fax-mail@list.ru,
№ 2503614571421000011,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2503614571421000011,"3 324 030,30 ₽","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ МОСКОВСКОЙ ОБЛАСТИ ""ЦЕНТР ВЫЗОВА ЭКСТРЕННЫХ ОПЕРАТИВНЫХ СЛУЖБ ПО ЕДИНОМУ НОМЕРУ ""112""","ГКУ МО ""ЦЕНТР 112""",5036145714,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НАУЧНО-ТЕХНИЧЕСКИЙ ЦЕНТР ""МИР ИНФОРМАЦИОННОЙ БЕЗОПАСНОСТИ"" (ООО НТЦ ""МИБ"")",7702771720,"127224, Г МОСКВА 77, УЛ ШИРОКАЯ, ДОМ 28, КОМНАТА 3,4",7-499- 707-80-77,mail@mirib.ru,
№ 2502607728621000113,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2502607728621000113,"1 701 936,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""ЛЫТКАРИНСКАЯ ГОРОДСКАЯ БОЛЬНИЦА""","ГБУЗ МО ""ЛГБ""",5026077286,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЮБЕРГАЗ"" (ООО ""ЛЮБЕРГАЗ"")",5027084046,"140080, ОБЛ МОСКОВСКАЯ 50, Г ЛЫТКАРИНО, П ТУРАЕВО, СТРОЕНИЕ 44",7-495-555 82 63,lubergaz@mail.ru,
№ 2503614571421000010,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2503614571421000010,"1 572 540,09 ₽","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ МОСКОВСКОЙ ОБЛАСТИ ""ЦЕНТР ВЫЗОВА ЭКСТРЕННЫХ ОПЕРАТИВНЫХ СЛУЖБ ПО ЕДИНОМУ НОМЕРУ ""112""","ГКУ МО ""ЦЕНТР 112""",5036145714,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОНТАКТ ОПС"" (ООО ""КОНТАКТ ОПС"")",5038051613,"141206, ОБЛ МОСКОВСКАЯ 50, Г ПУШКИНО, УЛ ЗАВОДСКАЯ, ДОМ 9, ПОМЕЩЕНИЕ 03/1/ЭТАЖ1",7926-229-00-20,kontakt-ops2007@yandex.ru,
№ 3502723318521000049,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3502723318521000049,"4 996 132,80 ₽","МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ""ОБЪЕДИНЕННЫЙ КОМБИНАТ БЛАГОУСТРОЙСТВА И ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА""","МУ ""ОКБЖКХ""",5027233185,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭНЕРГОСЕТЬМОНТАЖ"" (ООО ""ЭНЕРГОСЕТЬМОНТАЖ"")",2320195313,"121351, Г МОСКВА 77, УЛ МОЛОДОГВАРДЕЙСКАЯ, ДОМ 58, СТРОЕНИЕ 6, КОМНАТА 11",7-926-9000197,info@esmcenter.ru,
