Реестровый номер контракта,Ссылка на контракт,Цена контракта,Полное наименование заказчика,Сокращенное наименование заказчика,ИНН,Дата начала исполнения контракта,Дата окончания исполнения контракта,Наименование поставщика,ИНН поставщика,Адрес поставщика,Телефон поставщика,Почта Поставщика,
№ 1772800895321000697,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1772800895321000697,"546 855,00 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""НАЦИОНАЛЬНЫЙ МЕДИЦИНСКИЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ДЕТСКОЙ ГЕМАТОЛОГИИ, ОНКОЛОГИИ И ИММУНОЛОГИИ ИМЕНИ ДМИТРИЯ РОГАЧЕВА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ","ФГБУ ""НМИЦ ДГОИ ИМ. ДМИТРИЯ РОГАЧЕВА"" МИНЗДРАВА РОССИИ",7728008953,01.01.22,17.01.23,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАСЛЕНИЦА"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАСЛЕНИЦА"")",7705934309,"141201, ОБЛ МОСКОВСКАЯ 50, Г ПУШКИНО, Ш КУДРИНСКОЕ, ДОМ 6, КОРПУС ГЛ ПРОИЗВ, ОФИС 415",7-499-3222823,zakaz@moloko19.ru,
№ 1770403012421000353,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1770403012421000353,"1 402 450,40 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НАУЧНОЕ УЧРЕЖДЕНИЕ ""РОССИЙСКИЙ НАУЧНЫЙ ЦЕНТР ХИРУРГИИ ИМЕНИ АКАДЕМИКА Б.В. ПЕТРОВСКОГО""","ФГБНУ ""РНЦХ ИМ. АКАД. Б.В. ПЕТРОВСКОГО""",7704030124,08.11.21,11.02.22,ЛУЧКО СВЕТЛАНА ВАСИЛЬЕВНАИндивидуальный предприниматель,470704026000,Г САНКТ-ПЕТЕРБУРГ 78,8-921-5605688,ipluchko@gmail.com,
№ 2772308493621000643,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772308493621000643,"1 029 996,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ В.П. ДЕМИХОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ ИМЕНИ В.П. ДЕМИХОВА ДЗМ""",7723084936,10.01.22,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕНЕССАНС-МЕД"" (ООО ""РЕНЕССАНС-МЕД"")",9717091569,"129164, Г МОСКВА 77, УЛ ЯРОСЛАВСКАЯ, ДОМ 8, КОРПУС 7, ЭТАЖ 2 ПОМ  205/2",+7 (961) 416-06-92,info.renessans-med@yandex.ru,
№ 2772308493621000642,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772308493621000642,"999 880,89 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ В.П. ДЕМИХОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ ИМЕНИ В.П. ДЕМИХОВА ДЗМ""",7723084936,10.01.22,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИНЕРГИЯ-ФАРМ"" (ООО ""СИНЕРГИЯ-ФАРМ"")",7723468347,"141044, ОБЛ МОСКОВСКАЯ 50, Г МЫТИЩИ, Д ГРИБКИ, ДОМ 19А, СТРОЕНИЕ 4, ОФИС 14",+7 (966) 020-35-51,sinergy.sec@gmail.com,
№ 2772308493621000641,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772308493621000641,"5 824 575,58 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ В.П. ДЕМИХОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ ИМЕНИ В.П. ДЕМИХОВА ДЗМ""",7723084936,01.01.22,31.12.22,ПАРФЕНОВ ДМИТРИЙ ВИКТОРОВИЧИндивидуальный предприниматель,502301846041,"ОБЛ МОСКОВСКАЯ 50, Г КРАСНОАРМЕЙСК",+7 (926) 546-53-14,Parfenov_1979@bk.ru,
№ 2772702181721000032,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772702181721000032,"1 682 999,73 ₽",УПРАВЛЕНИЕ СОЦИАЛЬНОЙ ЗАЩИТЫ НАСЕЛЕНИЯ ЮГО-ЗАПАДНОГО АДМИНИСТРАТИВНОГО ОКРУГА ГОРОДА МОСКВЫ,УСЗН ЮЗАО Г.МОСКВЫ,7727021817,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""М-ГРУПП СЕРВИС"" (ООО ""М-ГРУПП СЕРВИС"")",5501264684,"644043, ОБЛ ОМСКАЯ 55, Г ОМСК, УЛ КРАСНЫЙ ПУТЬ, ДОМ 101, ОФИС 321",+7 (381) 259-93-69,599369@mail.ru,
№ 3502903736221000245,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3502903736221000245,"5 014 758,66 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""МЫТИЩИНСКАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""","ГБУЗ МО ""МГКБ""",5029037362,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮНИТОР"" (ООО ""ЮНИТОР"")",6141053140,"346885, ОБЛ РОСТОВСКАЯ 61, Г БАТАЙСК, УЛ РАБОЧАЯ, ДОМ 91, КВАРТИРА 1",7-863-3333578,ooounitor-rostov@mail.ru,
№ 2504014619621000039,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2504014619621000039,"27 210 114,80 ₽","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ МОСКОВСКОЙ ОБЛАСТИ ""ЦЕНТРАЛИЗОВАННАЯ БУХГАЛТЕРИЯ МОСКОВСКОЙ ОБЛАСТИ""",ГКУ МО ЦБ МО,5040146196,01.01.22,30.11.23,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬКОР"" (ООО ""АЛЬКОР"")",9729275465,"123290, Г. МОСКВА 77, УЛ. 2-Я МАГИСТРАЛЬНАЯ, Д. 3, СТР. 1, ЭТАЖ 2 КОМ. 21",79265241244,alkor-tender@mail.ru,
№ 1771404207021002222,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1771404207021002222,"4 000 000,00 ₽","МОСКОВСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ОНКОЛОГИЧЕСКИЙ ИНСТИТУТ ИМЕНИ П.А. ГЕРЦЕНА - ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО УЧРЕЖДЕНИЯ ""НАЦИОНАЛЬНЫЙ МЕДИЦИНСКИЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР РАДИОЛОГИИ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ","МНИОИ им. П.А. Герцена - филиал ФГБУ ""НМИЦ радиологии"" Минздрава России",7714042070,08.11.21,23.01.23,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДФАРМХИМ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДФАРМХИМ"")",7729706566,"117246, Г МОСКВА 77, УЛ ХЕРСОНСКАЯ, ДОМ 43, КВАРТИРА 175",8-499-7262698,medfarmxim@mail.ru,
№ 2771204795721000102,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771204795721000102,"1 034 230,25 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ДЕТСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА № 133 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ДГП № 133 ДЗМ""",7712047957,01.01.22,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕРКАНД"" (ООО ""МЕРКАНД"")",7722819271,"111555, Г. МОСКВА 77, УЛ. МОЛОСТОВЫХ, Д. 8, К. 4, КВ. 323",+7 (995) 507-86-58,Mepkand@yandex.ru,
№ 2503231399021000660,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2503231399021000660,"3 731 250,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""ОДИНЦОВСКАЯ ОБЛАСТНАЯ БОЛЬНИЦА""","ГБУЗ МО ""ОДИНЦОВСКАЯ ОБ""",5032313990,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛГОРИТМ"" (ООО ""АЛГОРИТМ"")",9731034770,"121596, Г МОСКВА 77, УЛ ГОРБУНОВА, ДОМ 2, СТРОЕНИЕ 3, ЭТАЖ 9 ОФИС 57Б",7-495-1111111,-,
№ 3502918630021000002,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3502918630021000002,"939 412,00 ₽","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ САД № 72 ""КОРАБЛИК""","МБДОУ № 72 ""КОРАБЛИК""",5029186300,01.01.22,31.12.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКОПРОДУКТ"" (ООО ""ЭКОПРОДУКТ"")",7743164315,"125212, Г МОСКВА 77, Б-Р КРОНШТАДТСКИЙ, ДОМ 7А, СТРОЕНИЕ 1, ПОМЕЩЕНИЕ I КОМНАТА 26",7-916-6776703,ekoproduktooo@yandex.ru,
№ 2772308493621000638,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772308493621000638,"3 607 999,76 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ В.П. ДЕМИХОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ ИМЕНИ В.П. ДЕМИХОВА ДЗМ""",7723084936,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕГА-РАЙД"" (ООО ""МЕГА-РАЙД"")",7722214614,"111024, Г МОСКВА 77, УЛ АВИАМОТОРНАЯ, ДОМ 50, СТРОЕНИЕ 2, ПОМЕЩЕНИЕ ХI КОМНАТА 16",+7 (495) 612-07-75,mega-raid@yandex.ru,
№ 1772237786621000522,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1772237786621000522,"62 123 040,00 ₽",ФЕДЕРАЛЬНАЯ СЛУЖБА ВОЙСК НАЦИОНАЛЬНОЙ ГВАРДИИ РОССИЙСКОЙ ФЕДЕРАЦИИ,РОСГВАРДИЯ,7722377866,08.11.21,28.02.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РН-АЭРО"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РН-АЭРО"")",7705843041,"119071, Г. МОСКВА 77, УЛ. МАЛАЯ КАЛУЖСКАЯ, Д. 15, ЭТАЖ 2",7-499-5177656,info@rn-aero.rosneft.ru,
№ 1771003036221000269,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1771003036221000269,"4 127 574,51 ₽",ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ- МОСКОВСКОЕ ОБЛАСТНОЕ РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ФОНДА СОЦИАЛЬНОГО СТРАХОВАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ,ГУ-МОСКОВСКОЕ ОБЛАСТНОЕ РО ФОНДА СОЦИАЛЬНОГО СТРАХОВАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ,7710030362,08.11.21,30.12.22,СЕРГЕЕВА КРИСТИНА АЛЕКСАНДРОВНАИндивидуальный предприниматель,695010443565,"Город Москва 77, Поселение Новофедоровское, Деревня Архангельское",79691296000,89691296000@mail.ru,
№ 2770706413921000070,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770706413921000070,"1 567 845,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ ТЕАТР ""ШКОЛА СОВРЕМЕННОЙ ПЬЕСЫ""","ГБУК Г.МОСКВЫ ""МОСКОВСКИЙ ТЕАТР ""ШКОЛА СОВРЕМЕННОЙ ПЬЕСЫ""",7707064139,08.11.21,31.12.23,ГРИШКОВЕЦ ЕВГЕНИЙ ВАЛЕРЬЕВИЧИндивидуальный предприниматель,390406741397,"236010, ОБЛ КАЛИНИНГРАДСКАЯ 39, Г КАЛИНИНГРАД, УЛ ЧАПАЕВА, 42, 5",,,
№ 2772407087021001282,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772407087021001282,"8 905 050,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ С.С. ЮДИНА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ ИМ. С.С. ЮДИНА ДЗМ""",7724070870,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГОРИЗОНТ"" (ООО ""ГОРИЗОНТ"")",6312131659,"443013, ОБЛ САМАРСКАЯ 63, Г САМАРА, УЛ ДАЧНАЯ, ДОМ 24, ПОМ 11",+7 (917) 148-90-91,info@samgrznt.ru,
№ 2773313261021000030,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2773313261021000030,"3 321 222,08 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ШКОЛА № 1056""",ГБОУ ШКОЛА № 1056,7733132610,01.12.21,31.07.23,ЗАПОРОЖАНУ ДМИТРИЙ ФЕДОРОВИЧИндивидуальный предприниматель,502984125363,Г. МОСКВА 77,+7 (915) 179-88-88,ipzaporojanu26@bk.ru,
№ 2772802510921000169,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772802510921000169,"9 799 834,50 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ДИАГНОСТИЧЕСКИЙ КЛИНИЧЕСКИЙ ЦЕНТР № 1 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ДКЦ № 1 ДЗМ""",7728025109,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФОКУС-М"" (ООО ""ФОКУС-М"")",7733304066,"115280, Г МОСКВА 77, УЛ ЛЕНИНСКАЯ СЛОБОДА, ДОМ 26, ЭТ 2 ПОМ IV КОМ 126",+7 (499) 390-04-42,tender@fokus-m.ru,
№ 1772800895321000696,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1772800895321000696,"554 368,66 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""НАЦИОНАЛЬНЫЙ МЕДИЦИНСКИЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ДЕТСКОЙ ГЕМАТОЛОГИИ, ОНКОЛОГИИ И ИММУНОЛОГИИ ИМЕНИ ДМИТРИЯ РОГАЧЕВА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ","ФГБУ ""НМИЦ ДГОИ ИМ. ДМИТРИЯ РОГАЧЕВА"" МИНЗДРАВА РОССИИ",7728008953,01.01.22,14.01.23,"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""АСТА"" (ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""АСТА"")",7718101777,"107076, Г МОСКВА 77, УЛ СТРОМЫНКА, 18, 13, ЭТ.6; ПОМ.№1",7-495-7810408,asta_tender@mail.ru,
№ 2507406918021000223,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2507406918021000223,"1 896 068,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""ПОДОЛЬСКАЯ ОБЛАСТНАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""","ГБУЗ МО ""ПОКБ""",5074069180,08.11.21,31.01.23,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЕЛИОС"" (ООО ""ГЕЛИОС"")",7701364129,"105062, Г МОСКВА 77, УЛ ПОКРОВКА, ДОМ 41, СТРОЕНИЕ 2, ПОМЕЩЕНИЕ III КАБИНЕТ 1",74959787531,gelios177@gmail.com,
№ 3503807992221000081,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3503807992221000081,"800 000,00 ₽","МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ПУШКИНСКОГО ГОРОДСКОГО ОКРУГА ""ПУШКИНСКОЕ ГОРОДСКОЕ ХОЗЯЙСТВО""","МКУ ""ПУШГОРХОЗ""",5038079922,08.11.21,31.12.21,КЛИМЕНЧУКОВ АЛЕКСАНДР АЛЕКСЕЕВИЧИндивидуальный предприниматель,501807540602,"ОБЛ МОСКОВСКАЯ 50, Г КОРОЛЁВ",7-903-2828377,info@ergonservis.ru,
№ 1771404207021002221,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1771404207021002221,"1 991 055,00 ₽","МОСКОВСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ОНКОЛОГИЧЕСКИЙ ИНСТИТУТ ИМЕНИ П.А. ГЕРЦЕНА - ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО УЧРЕЖДЕНИЯ ""НАЦИОНАЛЬНЫЙ МЕДИЦИНСКИЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР РАДИОЛОГИИ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ","МНИОИ им. П.А. Герцена - филиал ФГБУ ""НМИЦ радиологии"" Минздрава России",7714042070,08.11.21,23.01.23,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОПТИМА"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОПТИМА"")",9721075471,"109428, Г. МОСКВА 77, ПР-КТ РЯЗАНСКИЙ, Д. 22, К. 2, ЭТАЖ 8 ПОМЕЩ./КОМ. XIV/4",8-925-9585188,info@optima-pharm.ru,
№ 1771053836421000049,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1771053836421000049,"5 411 500,00 ₽",ФЕДЕРАЛЬНАЯ СЛУЖБА ПО ТРУДУ И ЗАНЯТОСТИ,,7710538364,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРТХАУС СОФТ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРТХАУС СОФТ"")",7714847902,"125167, Г МОСКВА 77, УЛ ПЛАНЕТНАЯ, ДОМ 11, ПОМЕЩЕНИЕ 6/23РМ-3",7-495-6400800,a.tsvetnova@arthousesoft.ru,
№ 2772509373521000183,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2772509373521000183,"600 600,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ КЛИНИЧЕСКИЙ ИНСТИТУТ ДЕТСТВА МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ""","ГБУЗ МОСКОВСКОЙ ОБЛАСТИ ""НИКИ ДЕТСТВА МИНЗДРАВА МОСКОВСКОЙ ОБЛАСТИ""",7725093735,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАВИСФАРМ"" (ООО ""НАВИСФАРМ"")",5036171778,"142100, ОБЛ МОСКОВСКАЯ 50, Г ПОДОЛЬСК, УЛ КОМСОМОЛЬСКАЯ, ДОМ 1, СТРОЕНИЕ 49, ПОМ,КОМ 1,114",7-495-1326716,info@navispharm.ru,
№ 1770559633921000185,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1770559633921000185,"34 580 000,00 ₽",МИНИСТЕРСТВО ПРОМЫШЛЕННОСТИ И ТОРГОВЛИ РОССИЙСКОЙ ФЕДЕРАЦИИ,МИНПРОМТОРГ РОССИИ,7705596339,08.11.21,20.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АТЕЛЬЕ ГОНЧАРОВА"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АТЕЛЬЕ ГОНЧАРОВА"")",7704392928,"123242, Г МОСКВА 77, УЛ САДОВАЯ-КУДРИНСКАЯ, ДОМ 7, СТРОЕНИЕ 8, КОМНАТА 10 ЭТАЖ 1",8-903-1495279,adur@bk.ru,
№ 1772800895321000695,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1772800895321000695,"1 121 396,02 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""НАЦИОНАЛЬНЫЙ МЕДИЦИНСКИЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ДЕТСКОЙ ГЕМАТОЛОГИИ, ОНКОЛОГИИ И ИММУНОЛОГИИ ИМЕНИ ДМИТРИЯ РОГАЧЕВА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ","ФГБУ ""НМИЦ ДГОИ ИМ. ДМИТРИЯ РОГАЧЕВА"" МИНЗДРАВА РОССИИ",7728008953,01.01.22,12.01.23,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДВЕЛЛ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДВЕЛЛ"")",9710029628,"123001, Г МОСКВА 77, ПЕР ЕРМОЛАЕВСКИЙ, ДОМ 25, ОФИС 2",7-925-3854070,medwellmos@gmail.com,
№ 2770203815021001032,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770203815021001032,"3 145 454,88 ₽","ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ ОРДЕНА ЛЕНИНА И ОРДЕНА ТРУДОВОГО КРАСНОГО ЗНАМЕНИ МЕТРОПОЛИТЕН ИМЕНИ В.И.ЛЕНИНА""","ГУП ""МОСКОВСКИЙ МЕТРОПОЛИТЕН""",7702038150,01.01.22,31.12.23,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСВОДОКАНАЛ"" (АО ""МОСВОДОКАНАЛ"")",7701984274,"105005, Г МОСКВА 77, ПЕР ПЛЕТЕШКОВСКИЙ, 2",+7 (499) 263-91-49,post@mosvodokanal.ru,
№ 3500710453721000038,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3500710453721000038,"725 250,50 ₽","МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР БЛАГОУСТРОЙСТВА КОСТИНСКОЕ ""","МКУ ""ЦЕНТР БЛАГОУСТРОЙСТВА КОСТИНСКОЕ""",5007104537,08.11.21,19.11.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЛОРИЯ"" (ООО ""ГЛОРИЯ"")",7727818810,"117628, Г МОСКВА 77, УЛ ЗНАМЕНСКИЕ САДКИ, ДОМ 3, КОРПУС 4, КВАРТИРА 25",7-925-5639825,89255639825@mail.ru,
